OBJECTID,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
100,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.396917,-72.883829,27348,,,,,,2019-05-22T11:51:46Z,22,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25871086,,,2019-05-27T12:59:26Z,CC_BY_NC_4_0,flask ehrlenmeyer,flask ehrlenmeyer,,,2019-09-21T02:13:25.749Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,256274,256274,18410,99264,237323,348001,,,18410,99264,,
101,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.245471,-73.253819,9,,,,,,2019-05-23T14:36:30Z,23,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25636969,,,2019-05-23T20:34:11Z,CC_BY_NC_4_0,tarpinian,tarpinian,,,2019-09-21T02:13:26.537Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,118641,118498,24156,76187,57903,82840,118641,118498,24156,76187,82840,57903
102,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.247799,-73.256782,7,,,,,,2019-05-23T13:48:26Z,23,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25636927,,,2019-05-23T20:32:55Z,CC_BY_NC_4_0,tarpinian,tarpinian,,,2019-09-21T02:13:26.866Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,118005,117862,24156,75963,57680,82204,118005,117862,24156,75963,82204,57680
103,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.628689,-72.939812,4,,,,,,2019-05-20T17:24:00Z,20,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25467979,,,2019-05-20T21:49:06Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:24.837Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,161329,161335,18640,77082,99922,190043,161329,161335,18640,77082,190043,99922
104,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.197742,-72.913714,,,,,,,2019-05-18T14:41:00Z,18,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25437833,,,2019-05-20T12:24:27Z,CC_BY_NC_4_0,pfaucher,pfaucher,,,2019-09-21T02:13:24.827Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,221425,221425,15151,84863,202252,299092,,,15151,84863,,
105,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.753694,-72.362743,44,,,,,,2019-05-19T17:13:57Z,19,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25405827,,,2019-05-19T21:15:00Z,CC_BY_NC_4_0,jackandmac,jackandmac,,,2019-09-21T02:13:24.830Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,243471,243471,62553,129759,187576,272413,,,62553,129759,,187576
106,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.340767,-72.539095,27661,,,,,,2017-07-30T15:53:10Z,30,7,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25102383,,,2019-05-14T10:28:20Z,CC_BY_NC_4_0,posnie,posnie,,,2019-09-21T02:13:25.022Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,231846,232014,101910,159657,143402,196449,,,101910,159657,196449,143402
107,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.988422,-73.091117,65,,,,,,2019-05-09T03:19:15Z,9,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25035106,,,2019-05-13T00:41:46Z,CC_BY_NC_4_0,lewisbholmes,lewisbholmes,,,2019-09-21T02:13:25.016Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,194644,194644,15074,71096,154570,247923,194644,194644,15074,71096,,154570
108,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.876626,-72.259367,17,,,,,,2019-05-06T08:11:37Z,6,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24728773,,,2019-05-07T14:38:07Z,CC_BY_NC_4_0,Nathaniel Sharp,Nathaniel Sharp,,,2019-09-21T02:13:25.020Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,273859,273859,71533,146487,217964,303419,,,71533,146487,,
109,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.906406,-72.928539,27411,,,,,,2019-05-04T13:06:00Z,4,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24686823,,,2019-05-06T20:17:51Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-09-21T02:13:25.051Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,191005,191005,14629,73669,139558,234518,191005,191005,14629,73669,,139558
110,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.676334,-72.560945,1194,,,,,,2019-05-05T18:27:00Z,5,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24639234,,,2019-05-06T01:41:42Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-09-21T02:13:25.022Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,204404,204404,39926,100824,147206,231081,,,39926,100824,,147206
111,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.91712,-72.957865,27723,,,,,,2019-05-04T09:33:44Z,4,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24564031,,,2019-05-05T02:56:30Z,CC_BY_NC_4_0,Todd Diamond,Todd Diamond,,,2019-09-21T02:13:25.017Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,192140,192498,72213,128243,117411,163009,192140,192498,72213,128243,163009,117411
112,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.633145,-72.543258,30,,,,,,2019-05-02T06:34:09Z,2,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24359982,,,2019-05-02T10:58:18Z,CC_BY_NC_4_0,annsuokko,annsuokko,,,2019-09-21T02:13:26.278Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,205508,205508,42267,103094,144217,227489,,,42267,103094,,144217
113,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.832438,-74.11235,27723,,,,,,2019-04-25T01:36:42Z,25,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,23038425,,,2019-04-25T05:54:01Z,CC_BY_NC_4_0,Mira,Mira,,,2019-09-21T02:13:25.567Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,76158,75401,2362,10989,28716,91675,76158,75401,2362,10989,91675,28716
114,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.18225,-72.58547,245,,,,,,2019-04-14T02:48:19Z,14,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22685975,,,2019-04-19T01:31:39Z,CC_BY_NC_4_0,Don Clark,Don Clark,,,2019-09-21T02:13:26.043Z,,GEODETIC_DATUM_ASSUMED_WGS84,1,169504,168970,42517,102759,96347,160473,169504,168970,42517,102759,160473,96347
115,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.996454,-72.870384,122,,,,,,2011-11-04T00:00:00Z,4,11,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22619442,,,2019-04-17T18:39:06Z,CC_BY_NC_4_0,snodough,snodough,,,2019-09-21T02:13:26.244Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,129299,128766,22769,73066,54364,106622,129299,128766,22769,73066,106622,54364
116,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.960356,-72.91712,27723,,,,,,2019-04-17T07:17:13Z,17,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22600306,,,,CC_BY_NC_4_0,ham_sammich,ham_sammich,,,2019-09-21T02:13:25.889Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,191290,191648,72062,128533,116758,162159,191290,191648,72062,128533,162159,116758
117,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.656734,-72.418777,,,,,,,2019-04-10T06:33:38Z,10,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22276826,,,2019-04-10T10:40:40Z,CC_BY_NC_4_0,jarmbruster,jarmbruster,,,2019-09-21T02:13:24.831Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,228296,227762,59411,121209,170250,253084,,,59411,121209,,170250
118,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.603228,-72.559337,471,,,,,,2019-04-09T09:42:46Z,9,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22236985,,,2019-04-09T14:32:26Z,CC_BY_NC_4_0,jenniferdembinski,jenniferdembinski,,,2019-09-21T02:13:24.616Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,202086,202086,40827,101117,137701,219268,,,40827,101117,,137701
119,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.42535,-73.171582,10,,,,,,2018-06-23T00:00:00Z,23,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22125057,,,2019-04-07T02:48:44Z,CC_BY_NC_4_0,btvtracker,btvtracker,,,2019-09-21T02:13:24.617Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,2,237279,237279,25516,96855,227124,360663,,,25516,96855,,
120,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.8457,-72.7242,3,,,,,,2018-11-18T00:00:00Z,18,11,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20879126,,,2019-03-02T15:59:21Z,CC_BY_NC_4_0,faoladh,faoladh,,,2019-09-21T02:13:24.617Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,155580,155046,40937,96367,79087,130779,155580,155046,40937,96367,130779,79087
121,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.8458,-72.7241,3,,,,,,2018-11-18T00:00:00Z,18,11,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20879165,,,2019-03-02T16:01:15Z,CC_BY_NC_4_0,faoladh,faoladh,,,2019-09-21T02:13:24.617Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,155580,155046,40937,96367,79087,130779,155580,155046,40937,96367,130779,79087
122,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.077862,-72.751357,23408,,,,,,2018-08-27T14:36:15Z,27,8,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21919122,,,2019-04-02T19:51:35Z,CC_BY_NC_4_0,emmaastover,emmaastover,,,2019-09-21T02:13:24.623Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,145112,144578,30335,85443,71010,127347,145112,144578,30335,85443,127347,71010
123,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.671221,-73.288834,27754,,,,,,2019-03-28T04:37:40Z,28,3,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21894373,,,2019-04-02T01:33:05Z,CC_BY_NC_4_0,carrieszwed,carrieszwed,,,2019-10-01T07:44:19.645Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,191021,190894,82100,127272,127770,169356,191021,190894,82100,127272,169356,127770
124,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.959023,-72.84468,27723,,,,,,2019-03-29T11:31:02Z,29,3,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21739185,,,2019-03-29T15:41:11Z,CC_BY_NC_4_0,jenkatja,jenkatja,,,2019-09-21T02:13:24.581Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,201438,201849,81166,138330,126556,172360,,,81166,138330,172360,126556
125,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.690059,-74.372122,104,,,,,,2018-06-18T05:34:31Z,18,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21631801,,,2019-03-26T15:33:53Z,CC_BY_NC_4_0,litza,litza,,,2019-09-21T02:13:24.590Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,92359,85577,17816,32535,43115,119304,92359,85577,17816,32535,119304,43115
126,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.642159,-72.760613,27754,,,,,,2019-03-12T13:50:03Z,12,3,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21288973,,,2019-03-16T16:44:00Z,CC_BY_NC_4_0,benbrownstein,benbrownstein,,,2019-09-21T02:13:25.975Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,312499,312217,186647,236900,237734,286141,,,186647,,,
127,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.3521,-72.86538,5,,,,,,2019-03-03T12:38:12Z,3,3,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20931335,,,2019-03-04T02:03:41Z,CC_BY_NC_4_0,mazalope,mazalope,,,2019-09-21T02:13:24.893Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,248462,248462,17931,98784,229511,336081,,,17931,98784,,
128,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.885552,-72.72085,27723,,,,,,2019-03-03T17:25:46Z,3,3,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20925028,,,2019-03-03T22:31:33Z,CC_BY_NC_4_0,Mark Apgar,Mark Apgar,,,2019-09-21T02:13:24.946Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,234027,235099,111872,169890,158115,205610,,,111872,169890,,158115
129,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.558425,-73.258278,27785,,,,,,2016-06-13T19:09:24Z,13,6,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20912331,,,2019-03-03T16:06:22Z,CC_BY_NC_4_0,niedziela,niedziela,,,2019-09-21T02:13:24.816Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,219113,218986,110375,153934,155863,198271,,,110375,153934,198271,155863
130,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.207262,-72.770723,27816,,,,,,2018-11-03T01:00:49Z,3,11,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20656469,,,2019-02-23T12:40:13Z,CC_BY_NC_4_0,wburghart,wburghart,,,2019-09-21T02:13:24.897Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,422098,421170,295354,344436,346687,399632,,,,,,
131,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.292528,-72.564534,652,,,,,,2018-10-28T16:38:59Z,28,10,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20817425,,,2019-02-28T00:25:09Z,CC_BY_NC_4_0,mstella71,mstella71,,,2019-09-21T02:13:24.821Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,177126,176592,43157,102681,103969,174328,177126,176592,43157,102681,174328,103969
132,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,34,,,,,,2018-06-22T17:13:00Z,22,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20702720,,,2019-02-23T19:50:43Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.843Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
133,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.740628,-72.044547,5,,,,,,2019-02-17T11:36:15Z,17,2,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20436440,,,2019-02-18T00:23:03Z,CC_BY_NC_4_0,mazalope,mazalope,,,2019-09-21T02:13:24.853Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,416021,416021,136413,234115,396891,491852,,,136413,,,
134,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340833,-72.461389,,,,,,,2018-06-18T06:06:00Z,18,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20429932,,,2019-02-17T20:20:51Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.252Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
135,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340808,-72.461283,,,,,,,2018-06-13T19:10:00Z,13,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20428884,,,2019-02-17T19:43:16Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.862Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
136,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.329948,-72.471335,,,,,,,2018-06-15T06:18:00Z,15,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20428770,,,2019-02-17T19:41:11Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.846Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,301306,301306,63955,147217,277646,372607,,,63955,147217,,
137,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340808,-72.461283,,,,,,,2018-05-21T19:59:00Z,21,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20264005,,,2019-02-10T22:08:16Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.863Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
138,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.4299,-72.459317,,,,,,,2018-05-19T07:01:00Z,19,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20263027,,,2019-02-10T21:38:58Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.853Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,312522,312522,63706,148494,291331,386291,,,63706,148494,,
139,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.341292,-72.466343,,,,,,,2018-05-15T06:54:00Z,15,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20256448,,,2019-02-10T17:23:12Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.864Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,303759,303759,65091,148353,280099,375060,,,65091,148353,,
140,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.309174,-72.497645,244,,,,,,2018-05-13T12:38:00Z,13,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20255691,,,2019-02-10T16:51:35Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.061Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,300121,300121,63335,146597,276461,371421,,,63335,146597,,
141,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.145831,-75.867835,8,,,,,,2017-10-18T00:00:00Z,18,10,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20059702,,,2019-02-03T18:57:16Z,CC_BY_NC_4_0,sboyce,sboyce,,,2019-09-21T02:13:25.328Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,164795,59742,54429,109103,107921,160474,164795,59742,54429,109103,160474,107921
142,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.266757,-72.66898,5377,,,,,,2014-03-27T06:39:00Z,27,3,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,19992860,,,2019-01-31T19:40:46Z,CC_BY_NC_4_0,brehm,brehm,,,2019-09-21T02:13:25.520Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,11,209619,209867,85034,142151,125896,174209,,,85034,142151,174209,125896
143,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.225013,-74.214645,5,,,,,,2018-06-20T18:40:36Z,20,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,19550507,,,2019-01-10T12:00:23Z,CC_BY_NC_4_0,Mason,Mason,,,2019-09-21T02:13:25.398Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,239562,232780,121190,178285,174397,265690,,,121190,178285,,174397
144,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.806668,-72.858757,27723,,,,,,2018-11-20T14:08:30Z,20,11,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,19498366,,,2019-01-07T21:51:05Z,CC_BY_NC_4_0,Todd Diamond,Todd Diamond,,,2019-09-21T02:13:25.411Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,231671,231488,109483,164291,155224,202646,,,109483,164291,,155224
145,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.430677,-73.213236,27785,,,,,,2018-12-04T14:25:22Z,4,12,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,19354883,,,2019-01-01T17:11:18Z,CC_BY_NC_4_0,vhc,vhc,,,2019-09-21T02:13:25.043Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,254393,255240,146286,187126,192117,234525,,,146286,187126,,192117
146,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171065,-74.914741,31,,,,,,2009-02-22T17:09:00Z,22,2,2009,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353091,,,2018-11-12T16:14:20Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.745Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,240345,206569,132916,170614,164478,261158,,,132916,170614,,164478
147,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.756394,-73.177452,5,,,,,,2015-05-12T11:42:33Z,12,5,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1482772,,,2015-05-12T23:45:08Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:24.746Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,100298,99469,11241,55493,31556,68371,100298,99469,11241,55493,68371,31556
148,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.704007,-73.141417,27754,,,,,,2018-11-24T17:27:39Z,24,11,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18765755,,,2018-12-02T00:16:55Z,CC_BY_NC_4_0,jay106n,jay106n,,,2019-09-21T02:13:24.884Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,205172,204877,89975,138982,138767,180762,,,89975,138982,180762,138767
149,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.398774,-73.37982,27816,,,,,,2017-08-08T14:20:09Z,8,8,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18548459,,,2018-11-22T01:35:11Z,CC_BY_NC_4_0,Jacquie L.,Jacquie L.,,,2019-09-21T02:13:24.901Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,258290,258254,152468,188456,195182,241089,,,152468,188456,,195182
