OBJECTID,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
351,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.632024,-72.521383,23,,,,,,2014-10-22T10:36:08Z,22,10,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1030490,,,2014-10-22T16:30:41Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:24.643Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,208209,208209,44414,105311,146992,230265,,,44414,105311,,146992
352,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.244772,-72.797333,95,,,,,,2014-08-29T00:00:00Z,29,8,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,855315,,,2014-08-31T15:12:34Z,CC_BY_NC_4_0,Amy Kong,Amy Kong,,,2019-09-21T02:13:25.420Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,242582,242582,24158,105012,223409,320105,,,24158,105012,,
353,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.528363,-72.42703,12,,,,,,2014-08-14T10:30:00Z,14,8,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,830825,,,2014-08-14T15:53:50Z,CC_BY_NC_4_0,deandsusan,deandsusan,,,2019-09-21T02:13:26.197Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,216393,215860,56236,116718,146743,225503,,,56236,116718,,146743
354,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.967183,-74.197745,,,,,,,2014-06-17T00:00:00Z,17,6,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,759071,,,2014-06-29T13:19:16Z,CC_BY_NC_4_0,cdemers,cdemers,,,2019-09-21T02:13:26.393Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,104495,102256,373,5613,50827,175484,104495,102256,373,5613,175484,50827
355,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.056103,-72.857063,,,,,,,2014-06-06T06:46:44Z,6,6,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,720401,,,2014-06-06T14:26:20Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-09-21T02:13:25.647Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,220235,220235,17941,82120,176004,270965,,,17941,82120,,176004
356,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.629117,-72.939262,,,,,,,2006-08-22T00:00:00Z,22,8,2006,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,186768,,,2013-01-26T16:55:09Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:25.800Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,161329,161335,18640,77082,99922,190043,161329,161335,18640,77082,190043,99922
357,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.821869,-73.120895,,,,,,,2011-06-20T00:00:00Z,20,6,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,569310,,,2014-03-15T15:29:48Z,CC_BY_NC_4_0,Sue Wetmore,Sue Wetmore,,,2019-09-21T02:13:24.995Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,150289,150289,15812,70729,108910,200839,150289,150289,15812,70729,,108910
358,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.840065,-72.96761,1565,,,,,,2013-12-25T00:00:00Z,25,12,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,487466,,,2013-12-25T22:03:05Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-09-21T02:13:25.992Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,175494,175494,15949,73679,124612,219152,175494,175494,15949,73679,,124612
359,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.945873,-72.630481,10000,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468218,,,2013-11-26T08:59:54Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:25.405Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,167028,166494,45547,104801,91865,145115,167028,166494,45547,104801,145115,91865
360,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.991494,-72.605905,10000,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468219,,,2013-11-26T09:05:29Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:25.627Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,169214,168680,45757,106335,95173,151687,169214,168680,45757,106335,151687,95173
361,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.889882,-72.669139,10000,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468217,,,2013-11-26T08:55:37Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:26.596Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,163215,162681,43395,101252,87087,139345,163215,162681,43395,101252,139345,87087
362,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.809991,-72.651572,27568,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468221,,,2013-11-26T09:18:28Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:25.925Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,168034,168062,45909,102708,89119,142303,168034,168062,45909,102708,142303,89119
363,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.947494,-72.606606,27568,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468220,,,2013-11-26T09:15:42Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:25.793Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,170297,169763,48353,108017,95540,150998,170297,169763,48353,108017,150998,95540
364,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.953053,-72.619292,10000,,,,,,2013-11-25T00:00:00Z,25,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,468216,,,2013-11-26T08:56:53Z,CC_BY_NC_4_0,Nate Harvey,Nate Harvey,,,2019-09-21T02:13:25.578Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,168717,168184,47050,106490,94013,149471,168717,168184,47050,106490,149471,94013
365,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.286899,-72.264037,,,,,,,2013-08-15T15:27:25Z,15,8,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,371556,,,2013-08-20T22:59:42Z,CC_BY_NC_4_0,Terry Rosenmeier,Terry Rosenmeier,,,2019-09-21T02:13:25.672Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,319788,319788,79384,164020,283375,378335,,,79384,164020,,
366,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.5679,-72.536423,10,,,,,,2013-08-17T11:50:09Z,17,8,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,368390,,,2013-08-17T21:27:19Z,CC_BY_NC_4_0,Rob Speiden,Rob Speiden,,,2019-09-21T02:13:25.673Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,209553,209553,79662,140000,126363,180826,,,79662,140000,180826,126363
367,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.923291,-73.073008,95,,,,,,2013-08-02T00:00:00Z,2,8,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,354743,,,2013-08-02T18:02:12Z,CC_BY_NC_4_0,Ron Payne,Ron Payne,,,2019-09-21T02:13:25.395Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,179151,179151,14201,70224,137769,230809,179151,179151,14201,70224,,137769
368,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.977993,-72.973938,,,,,,,2013-07-17T00:00:00Z,17,7,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,339086,,,2013-07-20T16:45:09Z,CC_BY_NC_4_0,Jane Ogilvie,Jane Ogilvie,,,2019-09-21T02:13:25.401Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,197779,197779,15334,72393,152895,247435,197779,197779,15334,72393,,152895
369,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.629833,-72.54,,,,,,,2013-05-22T15:31:00Z,22,5,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,275648,,,2013-05-22T20:53:01Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.396Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,206517,206517,43658,104484,145067,228339,,,43658,104484,,145067
370,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.132339,-72.525467,185,,,,,,2012-05-19T00:00:00Z,19,5,2012,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,211669,,,2013-03-07T22:49:44Z,CC_BY_NC_4_0,joannerusso,joannerusso,,,2019-09-21T02:13:25.394Z,,GEODETIC_DATUM_ASSUMED_WGS84,1,178648,178114,50089,111223,105491,167881,178648,178114,50089,111223,167881,105491
371,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.631587,-72.518198,,,,,,,2011-05-02T21:24:08Z,2,5,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,197623,,,2013-02-13T19:22:01Z,CC_BY_NC_4_0,Ed Sharron,Ed Sharron,,,2019-09-21T02:13:25.655Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,208516,208516,44721,105619,147300,230572,,,44721,105619,,147300
372,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.227734,-72.309694,,,,,,,2011-08-31T00:00:00Z,31,8,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,173593,,,2013-01-06T21:15:37Z,CC_BY_NC_4_0,Bridget Butler,Bridget Butler,,,2019-09-21T02:13:25.400Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,310620,310620,71858,155946,266728,361689,,,71858,155946,,
373,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.137856,-72.509811,1024,,,,,,2012-06-23T00:00:00Z,23,6,2012,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,172631,,,2013-01-04T12:52:10Z,CC_BY_NC_4_0,KT Thalin,KT Thalin,,,2019-09-21T02:13:25.646Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,185708,185174,55928,117319,112551,175762,185708,185174,55928,117319,175762,112551
374,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.629878,-72.523112,,,,,,,2010-11-02T00:00:00Z,2,11,2010,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,171463,,,2013-01-02T17:31:42Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.634Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,207849,207796,44106,104933,146505,229777,,,44106,104933,,146505
375,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.746026,-73.114607,10,,,,,,2012-06-06T15:09:39Z,6,6,2012,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,88948,,,2012-06-07T00:32:21Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:25.400Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,140407,140407,14061,65546,91186,185429,140407,140407,14061,65546,185429,91186
376,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.973824,-73.081696,100,,,,,,2011-07-17T14:26:23Z,17,7,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25272,,,2011-07-17T20:15:36Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:25.727Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,192478,192478,14875,70898,151661,244955,192478,192478,14875,70898,,151661
377,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.557972,-72.798082,48,,,,,,2010-06-08T00:00:00Z,8,6,2010,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,546233,,,2014-02-28T02:12:26Z,CC_BY_NC_4_0,Marv Elliott,Marv Elliott,,,2019-09-21T02:13:26.882Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,170545,170489,22832,82064,100251,183824,170545,170489,22832,82064,183824,100251
378,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.735112,-72.525344,23,,,,,,2014-02-09T16:35:29Z,9,2,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,529536,,,2014-02-13T15:48:58Z,CC_BY_NC_4_0,Ed Sharron,Ed Sharron,,,2019-09-21T02:13:25.602Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,214423,214423,43983,105781,158670,243141,,,43983,105781,,158670
379,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.837861,-72.742559,5,,,,,,2013-11-20T10:32:42Z,20,11,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,520570,,,2014-02-04T20:48:13Z,CC_BY_NC_4_0,Patti Smith,Patti Smith,,,2019-09-21T02:13:25.395Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,9,153792,153258,39884,94666,77299,128951,153792,153258,39884,94666,128951,77299
