OBJECTID,CID,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
368,1,9,191923,191799,85027,125416,146126,200658,191923,191799,85027,125416,,146126
369,1,1,148367,148639,36620,91595,75340,112982,148367,148639,36620,91595,112982,75340
370,1,8,138930,138803,34870,85909,75679,112608,138930,138803,34870,85909,112608,75679
371,1,2,160386,160259,52339,97457,97135,139044,160386,160259,52339,97457,139044,97135
372,1,9,220464,220464,89375,148934,134541,187519,,,89375,148934,187519,134541
373,1,7,250757,250462,127775,176681,177055,224454,,,127775,176681,,177055
374,1,2,181702,181954,59061,116664,100409,146296,181702,181954,59061,116664,146296,100409
375,1,5,444430,444197,318382,363957,369715,423127,,,,,,
376,1,5,619412,618906,492848,524206,540364,605917,,,,,,
377,1,9,208492,208705,87954,146243,131722,177061,,,87954,146243,177061,131722
378,1,9,340183,339962,218269,265544,267795,318425,,,,,,
379,1,1,336914,336631,210816,259897,262149,315094,,,,,,
380,1,1,230689,230856,100053,158183,142244,195291,,,100053,158183,195291,142244
381,1,1,12824,13175,2019,8428,3143,4088,12824,13175,2019,8428,4088,3143
382,1,8,233120,232843,108139,167483,152940,201199,,,108139,167483,,152940
383,1,6,205081,205452,105304,140718,148960,195292,,,105304,140718,195292,148960
384,1,7,375809,374881,249066,298147,300399,353343,,,,,,
385,1,1,113763,113671,22690,71512,52966,79481,113763,113671,22690,71512,79481,52966
386,1,3,126502,126375,23131,74851,63251,99614,126502,126375,23131,74851,99614,63251
387,1,1,96388,96353,7693,54613,36541,60695,96388,96353,7693,54613,60695,36541
388,1,9,339517,339585,211294,263126,260992,312404,,,,,,
389,1,6,244016,244392,115344,173527,157874,208734,,,115344,173527,,157874
390,1,3,298277,298149,180565,226103,230091,276612,,,180565,,,
391,1,9,123703,123825,25233,76372,62311,93696,123703,123825,25233,76372,93696,62311
392,1,8,384997,384997,273337,309264,324087,372785,,,,,,
393,1,1,104503,104503,18020,58552,55444,96345,104503,104503,18020,58552,96345,55444
394,1,7,104299,104279,8872,58243,42766,73728,104299,104279,8872,58243,73728,42766
395,1,5,377774,377479,257455,301223,306981,356409,,,,,,
396,1,8,296041,295746,174053,221327,223579,274209,,,174053,,,
397,1,1,234082,234082,101394,162184,148774,204716,,,101394,162184,,148774
398,1,1,115825,115931,22187,71008,52602,81528,115825,115931,22187,71008,81528,52602
399,1,6,198871,198703,76959,132920,122597,169739,198871,198703,76959,132920,169739,122597
400,1,9,299557,299801,194487,228373,236728,283060,,,194487,,,
401,1,3,34625,34451,329,22666,2272,12070,34625,34451,329,22666,12070,2272
402,1,1,91753,91436,11808,58287,37391,57247,91753,91436,11808,58287,57247,37391
403,1,9,342503,341280,228399,266361,281752,331836,,,,,,
404,1,3,60231,59698,5619,40225,16621,30057,60231,59698,5619,40225,30057,16621
405,1,8,50746,50746,2949,24337,8140,29939,50746,50746,2949,24337,29939,8140
406,1,7,295550,295550,174174,220592,238484,293815,,,174174,,,
407,1,5,520001,519874,407401,450681,456440,499159,,,,,,
408,1,5,603344,602416,476601,524790,527934,580879,,,,,,
409,1,1,87936,87976,4437,50024,31644,52319,87936,87976,4437,50024,52319,31644
410,1,7,189469,189826,70042,126513,114738,160337,189469,189826,70042,126513,160337,114738
411,1,1,115456,115562,22485,71307,52900,81159,115456,115562,22485,71307,81159,52900
412,1,1,227727,227727,115902,156412,171234,222777,,,115902,156412,,171234
413,1,1,53869,54233,14445,37968,15963,26541,53869,54233,14445,37968,26541,15963
414,1,1,232714,232714,119632,160795,176221,228208,,,119632,160795,,176221
415,1,12,229640,230648,107421,165440,153665,201159,,,107421,165440,,153665
416,1,9,30940,30863,3160,14462,4830,12081,30940,30863,3160,14462,12081,4830
417,1,5,509180,508876,383061,428636,434394,487806,,,,,,
418,1,8,185868,185868,57501,117060,103046,154444,185868,185868,57501,117060,154444,103046
419,1,7,188960,189208,67970,124965,108710,153551,188960,189208,67970,124965,153551,108710
420,1,2,232767,232767,121134,161452,176274,223487,,,121134,161452,,176274
421,1,1,57802,57802,6355,39995,16391,28404,57802,57802,6355,39995,28404,16391
422,1,1,187794,188316,61484,120815,104559,155600,187794,188316,61484,120815,155600,104559
423,1,1,177936,178294,61620,117302,105527,148804,177936,178294,61620,117302,148804,105527
424,1,1,107142,106859,22785,69986,49850,72406,107142,106859,22785,69986,72406,49850
425,1,1,52197,16093,746,12447,2015,46347,52197,16093,746,12447,46347,2015
426,1,1,65340,38377,2721,6754,9029,84246,65340,38377,2721,6754,84246,9029
427,1,4,31798,6884,6732,16379,1682,15119,31798,6884,6732,16379,15119,1682
428,1,1,90328,16929,18222,50660,36539,53709,90328,16929,18222,50660,53709,36539
429,1,5,10911,10911,590,5462,1232,3223,10911,10911,590,5462,3223,1232
430,1,1,16721,16395,630,3494,149,4512,16721,16395,630,3494,4512,149
431,1,1,191554,66524,10907,33898,187173,284119,191554,66524,10907,33898,,187173
432,1,1,136692,6239,21226,61217,94856,141388,136692,6239,21226,61217,141388,94856
433,1,1,60099,59772,351,2994,7567,78941,60099,59772,351,2994,78941,7567
434,1,5,132053,19629,28921,69037,71552,114707,132053,19629,28921,69037,114707,71552
435,1,1,24540,24214,37,1230,0,9811,24540,24214,37,1230,9811,0
436,1,1,227205,88553,27876,60018,223021,311223,,88553,27876,60018,,
437,1,1,32840,15805,2457,10016,2000,11148,32840,15805,2457,10016,11148,2000
438,1,1,197522,40775,51479,102144,147104,206342,197522,40775,51479,102144,,147104
439,1,1,66585,332,9918,27360,21023,51112,66585,332,9918,27360,51112,21023
440,1,1,94502,62976,708,3215,48653,147386,94502,62976,708,3215,147386,48653
441,1,1,32326,29625,75,1579,0,22997,32326,29625,75,1579,22997,0
442,1,1,146050,48712,0,14615,131006,234201,146050,48712,0,14615,,131006
443,1,1,83986,83986,354,4851,32311,135248,83986,83986,354,4851,135248,32311
444,1,1,215294,61828,53237,101040,178792,229977,,61828,53237,101040,,178792
445,1,9,235027,101958,110145,156755,176839,240832,,101958,110145,156755,,176839
446,1,1,176770,27689,21607,60916,155136,212033,176770,27689,21607,60916,,155136
447,1,1,53720,26273,1261,10159,2460,56506,53720,26273,1261,10159,56506,2460
448,1,1,37773,18115,3523,10796,18,18359,37773,18115,3523,10796,18359,18
449,1,1,122690,31059,0,14615,97075,187481,122690,31059,0,14615,187481,97075
450,1,5,133224,20486,32237,70209,72723,116263,133224,20486,32237,70209,116263,72723
451,1,1,77892,27882,895,12223,25143,98131,77892,27882,895,12223,98131,25143
452,1,2,178515,32015,42433,89521,123083,172233,178515,32015,42433,89521,172233,123083
453,1,5,81193,5948,6100,27580,35499,73449,81193,5948,6100,27580,73449,35499
454,1,1,146194,12320,22550,59093,123928,181004,146194,12320,22550,59093,181004,123928
455,1,1,154552,72431,1715,11349,134919,257827,154552,72431,1715,11349,,134919
456,1,5,142212,19491,27678,74288,82559,128752,142212,19491,27678,74288,128752,82559
457,1,1,156286,22875,31062,77672,97756,155445,156286,22875,31062,77672,155445,97756
458,1,1,169141,34263,20982,45425,152484,225153,169141,34263,20982,45425,,152484
459,1,1,105076,55940,2070,5521,63139,164871,105076,55940,2070,5521,164871,63139
460,1,1,20491,17463,13866,16592,12993,17681,20491,17463,13866,16592,17681,12993
461,1,1,121869,108020,149,5865,79510,210232,121869,108020,149,5865,,79510
462,1,3,104092,9977,4676,40839,42026,77318,104092,9977,4676,40839,77318,42026
463,1,1,28228,28228,1531,5632,338,17472,28228,28228,1531,5632,17472,338
464,1,1,77149,51860,1842,4763,23570,109863,77149,51860,1842,4763,109863,23570
465,1,1,59100,47022,895,1656,7922,76917,59100,47022,895,1656,76917,7922
466,1,7,178922,41972,22562,46545,169559,250066,178922,41972,22562,46545,,169559
467,1,1,62394,16484,0,13714,15702,66889,62394,16484,0,13714,66889,15702
468,1,1,1664,1664,1664,4285,1664,1664,1664,1664,1664,4285,1664,1664
469,1,1,94659,83267,0,1478,39029,149676,94659,83267,0,1478,149676,39029
470,1,1,93219,10162,6100,43142,32082,56545,93219,10162,6100,43142,56545,32082
471,1,1,99360,90217,53,3215,42708,160564,99360,90217,53,3215,160564,42708
472,1,1,135247,11819,20403,54916,115696,162340,135247,11819,20403,54916,162340,115696
473,1,1,186895,50236,22501,45549,181344,263011,186895,50236,22501,45549,,181344
474,1,6,51816,9155,1739,15357,7189,45733,51816,9155,1739,15357,45733,7189
475,1,1,123695,79598,348,929,88678,206496,123695,79598,348,929,,88678
476,1,1,153279,19934,29055,75175,92979,138774,153279,19934,29055,75175,138774,92979
477,1,5,192538,40347,51051,101715,134188,190297,192538,40347,51051,101715,190297,134188
478,1,1,85715,30493,522,13842,35758,117520,85715,30493,522,13842,117520,35758
479,1,9,105011,13728,8047,43287,45357,79296,105011,13728,8047,43287,79296,45357
480,1,1,118572,110995,167,5193,74978,204224,118572,110995,167,5193,,74978
481,1,3,281069,125447,66594,117598,275820,358464,,125447,66594,117598,,
482,1,1,203934,50587,46327,94129,169404,218617,,50587,46327,94129,,169404
483,1,3,190150,66589,9819,32810,185769,284787,190150,66589,9819,32810,,185769
484,1,1,120383,79702,348,929,84153,200842,120383,79702,348,929,,84153
485,1,1,170165,40466,16944,39483,161453,242698,170165,40466,16944,39483,,161453
486,1,1,154287,18239,21417,60874,133048,188648,154287,18239,21417,60874,188648,133048
487,1,1,74541,74541,325,2621,26034,118908,74541,74541,325,2621,118908,26034
488,1,1,88928,5250,5488,38467,40002,71102,88928,5250,5488,38467,71102,40002
489,1,1,83045,77592,0,1078,26934,126523,83045,77592,0,1078,126523,26934
490,1,1,227205,88553,28696,60838,223021,310063,,88553,28696,60838,,
491,1,3,111649,13345,13007,50537,49098,84650,111649,13345,13007,50537,84650,49098
492,1,3,2826,2826,2826,5447,2826,2826,2826,2826,2826,5447,2826,2826
493,1,1,28846,7271,2330,9888,1512,11021,28846,7271,2330,9888,11021,1512
494,1,1,42716,75,112,12217,112,11697,42716,75,112,12217,11697,112
495,1,1,111124,91727,0,2252,60249,181927,111124,91727,0,2252,181927,60249
496,1,7,124139,20582,25784,63755,63226,98299,124139,20582,25784,63755,98299,63226
497,1,1,101951,12969,1820,16681,70983,146003,101951,12969,1820,16681,146003,70983
498,1,6,25100,20358,3388,11149,1174,12278,25100,20358,3388,11149,12278,1174
499,1,1,164475,21403,21747,61254,143000,199738,164475,21403,21747,61254,199738,143000
500,1,1,28150,28441,12204,18017,10252,19709,28150,28441,12204,18017,19709,10252
501,1,1,149302,80257,1046,6139,128319,252866,149302,80257,1046,6139,,128319
502,1,1,146725,45301,820,15681,134495,235550,146725,45301,820,15681,,134495
503,1,1,102907,102907,216,3776,50415,174263,102907,102907,216,3776,174263,50415
504,1,1,57695,23088,373,13080,4273,62862,57695,23088,373,13080,62862,4273
505,1,1,8557,8231,176,1969,4586,3478,8557,8231,176,1969,3478,4586
506,1,1,25866,25539,699,1230,75,12127,25866,25539,699,1230,12127,75
507,1,7,65528,18296,621,13993,18097,73158,65528,18296,621,13993,73158,18097
508,1,1,76034,76034,516,3470,20084,111456,76034,76034,516,3470,111456,20084
509,1,1,51528,51528,53,5688,5983,69400,51528,51528,53,5688,69400,5983
510,1,4,40673,10633,5888,14753,2632,15015,40673,10633,5888,14753,15015,2632
511,1,1,83508,10196,4095,23185,40657,82604,83508,10196,4095,23185,82604,40657
512,1,7,42188,5065,6058,14892,3415,15785,42188,5065,6058,14892,15785,3415
513,1,7,185627,52365,60553,107163,127247,191239,185627,52365,60553,107163,191239,127247
514,1,1,126177,15596,24681,62653,64786,103887,126177,15596,24681,62653,103887,64786
515,1,1,27645,27319,1395,2131,75,14790,27645,27319,1395,2131,14790,75
516,1,1,157906,46529,2793,21375,153456,254164,157906,46529,2793,21375,,153456
517,1,1,143030,97323,127,1162,117195,247387,143030,97323,127,1162,,117195
518,1,1,83593,12662,3656,20536,48290,102329,83593,12662,3656,20536,102329,48290
519,1,1,188812,28180,42261,89967,139041,191512,188812,28180,42261,89967,191512,139041
520,1,5,195819,46933,55451,105498,141187,199481,195819,46933,55451,105498,199481,141187
521,1,1,113485,63513,1544,4806,74957,182631,113485,63513,1544,4806,182631,74957
522,1,1,102681,97841,1133,5414,46659,171049,102681,97841,1133,5414,171049,46659
523,1,1,103058,23997,118,12894,64821,148367,103058,23997,118,12894,148367,64821
524,1,1,79067,71751,298,255,26140,119462,79067,71751,298,255,119462,26140
525,1,1,62643,62643,149,4650,13588,92861,62643,62643,149,4650,92861,13588
526,1,1,111451,24332,568,14982,79001,165035,111451,24332,568,14982,165035,79001
527,1,1,145645,14411,21342,60725,126129,177954,145645,14411,21342,60725,177954,126129
528,1,1,104596,14785,9959,47930,43459,72243,104596,14785,9959,47930,72243,43459
529,1,1,67976,67976,53,5259,14856,100634,67976,67976,53,5259,100634,14856
530,1,2,7847,7521,3800,3800,3800,5380,7847,7521,3800,3800,5380,3800
531,1,1,108180,93945,0,3215,54968,178353,108180,93945,0,3215,178353,54968
532,1,4,75912,1431,8939,28459,30354,61899,75912,1431,8939,28459,61899,30354
533,1,1,74939,74420,0,705,20075,110459,74939,74420,0,705,110459,20075
534,1,9,138056,16019,28375,68919,77556,122668,138056,16019,28375,68919,122668,77556
535,1,8,13498,13420,8981,9699,8981,11279,13498,13420,8981,9699,11279,8981
536,1,1,79082,13224,2452,17703,42162,100265,79082,13224,2452,17703,100265,42162
537,1,1,7467,7467,5130,10037,2502,10163,7467,7467,5130,10037,10163,2502
538,1,1,61350,61350,53,5184,12314,89715,61350,61350,53,5184,89715,12314
539,1,7,118536,2933,19026,55362,72731,114551,118536,2933,19026,55362,114551,72731
540,1,1,206077,42697,53350,104111,157001,215532,,42697,53350,104111,,157001
541,1,1,87281,9083,3514,41304,26144,55204,87281,9083,3514,41304,55204,26144
542,1,1,131178,117713,354,5379,99763,229632,131178,117713,354,5379,,99763
543,1,1,75329,39269,1261,9637,21288,100718,75329,39269,1261,9637,100718,21288
544,1,1,83502,53829,1566,4486,32554,122718,83502,53829,1566,4486,122718,32554
545,1,1,142971,17730,26537,72972,82620,128503,142971,17730,26537,72972,128503,82620
546,1,3,56761,5711,4088,18703,10871,46747,56761,5711,4088,18703,46747,10871
547,1,7,227793,67194,47569,89607,213698,262403,,67194,47569,89607,,
548,1,1,123338,59941,1261,6655,88966,200050,123338,59941,1261,6655,,88966
549,1,5,196031,46923,55958,106216,142741,194331,196031,46923,55958,106216,194331,142741
550,1,1,65664,16632,928,17949,3910,19815,65664,16632,928,17949,19815,3910
551,1,1,77725,77725,763,4323,28121,124759,77725,77725,763,4323,124759,28121
552,1,1,121660,77077,326,1566,85958,202224,121660,77077,326,1566,,85958
553,1,7,28102,18386,5114,12875,2483,14004,28102,18386,5114,12875,14004,2483
554,1,1,36902,4764,5757,17863,5757,17342,36902,4764,5757,17863,17342,5757
555,1,1,145492,23262,31449,78059,87070,129972,145492,23262,31449,78059,129972,87070
556,1,1,145786,91246,255,929,122631,250529,145786,91246,255,929,,122631
557,1,2,149373,23666,31853,78463,90642,142612,149373,23666,31853,78463,142612,90642
558,1,7,30991,7635,7635,17362,5714,18494,30991,7635,7635,17362,18494,5714
559,1,1,56712,21686,109,13428,2400,57895,56712,21686,109,13428,57895,2400
560,1,7,141903,21401,29589,76199,82564,120049,141903,21401,29589,76199,120049,82564
561,1,1,129715,2925,18564,57923,90951,134623,129715,2925,18564,57923,134623,90951
562,1,1,108365,34996,1789,12686,67925,162960,108365,34996,1789,12686,162960,67925
563,1,1,93937,6180,3073,19304,64184,129975,93937,6180,3073,19304,129975,64184
564,1,1,50998,1390,4392,16467,4905,19110,50998,1390,4392,16467,19110,4905
565,1,1,8495,8495,149,3209,96,75,8495,8495,149,3209,75,96
566,1,1,104811,50980,1410,7400,62988,162778,104811,50980,1410,7400,162778,62988
567,1,1,66773,64099,75,631,13737,94352,66773,64099,75,631,94352,13737
568,1,1,63042,38746,2327,5779,7474,80680,63042,38746,2327,5779,80680,7474
569,1,1,152925,42517,3038,21400,148368,247262,152925,42517,3038,21400,,148368
570,1,1,69801,60532,326,559,16794,100482,69801,60532,326,559,100482,16794
571,1,7,26028,8094,5619,13339,3255,14326,26028,8094,5619,13339,14326,3255
572,1,1,200214,66953,74008,121750,141834,200987,,66953,74008,121750,,141834
573,1,1,119744,68004,857,3719,84779,195969,119744,68004,857,3719,195969,84779
574,1,1,236259,75352,42789,92935,232972,296467,,75352,42789,92935,,
575,1,1,23758,23432,625,1156,0,8219,23758,23432,625,1156,8219,0
576,1,1,179753,48903,16679,39727,174573,259304,179753,48903,16679,39727,,174573
577,1,8,101290,12514,4780,39568,38740,69708,101290,12514,4780,39568,69708,38740
578,1,1,24389,24389,1456,5706,75,11569,24389,24389,1456,5706,11569,75
579,1,1,117477,69688,472,3215,80848,192909,117477,69688,472,3215,192909,80848
580,1,1,155018,35488,6621,28656,148912,236644,155018,35488,6621,28656,,148912
581,1,1,34852,34852,1086,6588,264,33725,34852,34852,1086,6588,33725,264
582,1,20,251541,94088,104892,155557,201284,266701,,94088,104892,155557,,
583,1,2,248777,88311,56121,111924,234334,279507,,88311,56121,111924,,
584,1,1,58131,57804,341,2220,6953,76209,58131,57804,341,2220,76209,6953
585,1,1,44964,36464,618,2718,1851,47937,44964,36464,618,2718,47937,1851
586,1,1,142099,113605,211,4967,116757,250591,142099,113605,211,4967,,116757
587,1,3,241735,81136,48633,99136,229391,281174,,81136,48633,99136,,
588,1,3,16634,16308,9000,10901,11590,12376,16634,16308,9000,10901,12376,11590
589,1,3,151797,28924,25658,49661,132874,199534,151797,28924,25658,49661,199534,132874
590,1,9,8505,8178,949,2742,5340,4250,8505,8178,949,2742,4250,5340
591,1,1,117348,117348,176,3736,73951,203408,117348,117348,176,3736,,73951
592,1,1,24691,21669,4282,12002,1918,12989,24691,21669,4282,12002,12989,1918
593,1,1,143617,39058,1974,18887,133828,229335,143617,39058,1974,18887,,133828
594,1,1,15847,15847,2916,8025,1364,8159,15847,15847,2916,8025,8159,1364
595,1,1,65204,14165,235,17489,3450,20308,65204,14165,235,17489,20308,3450
596,1,1,59220,59220,447,4146,11628,87057,59220,59220,447,4146,87057,11628
597,1,1,4609,4609,742,4778,820,5643,4609,4609,742,4778,5643,820
598,1,1,127331,111126,28,5268,90223,221155,127331,111126,28,5268,,90223
599,1,3,137687,14942,27618,68550,77187,122299,137687,14942,27618,68550,122299,77187
600,1,1,195469,62124,67729,116921,137005,194846,195469,62124,67729,116921,194846,137005
601,1,1,5052,5052,4216,7052,3369,4216,5052,5052,4216,7052,4216,3369
602,1,1,21576,21250,671,2175,676,6037,21576,21250,671,2175,6037,676
603,1,1,46007,19579,1670,12064,0,33726,46007,19579,1670,12064,33726,0
604,1,8,210447,77377,85565,132175,152259,216252,,77377,85565,132175,,152259
605,1,1,146028,97414,53,1460,121226,253383,146028,97414,53,1460,,121226
606,1,3,131993,86622,1093,1217,100933,225031,131993,86622,1093,1217,,100933
607,1,1,189314,60539,15085,38076,184932,275607,189314,60539,15085,38076,,184932
608,1,1,121536,102355,0,4364,76198,208381,121536,102355,0,4364,,76198
609,1,7,106685,99090,876,5618,53328,179372,106685,99090,876,5618,179372,53328
610,1,1,97776,97776,373,5688,42761,162024,97776,97776,373,5688,162024,42761
611,1,1,39123,20986,2435,9400,0,28922,39123,20986,2435,9400,28922,0
612,1,1,260978,100379,53484,103987,257779,312842,,100379,53484,103987,,
613,1,1,96477,19566,118,14013,56855,135129,96477,19566,118,14013,135129,56855
614,1,1,54945,34845,2327,5779,4281,64305,54945,34845,2327,5779,64305,4281
615,1,1,201780,41188,27904,68244,185973,240283,,41188,27904,68244,,185973
616,1,1,147634,15332,27034,69996,87334,132394,147634,15332,27034,69996,132394,87334
617,1,1,92812,67522,528,1184,44214,144976,92812,67522,528,1184,144976,44214
618,1,1,88681,87001,127,3619,31503,139793,88681,87001,127,3619,139793,31503
619,1,6,24786,6766,4378,12097,2014,13085,24786,6766,4378,12097,13085,2014
620,1,1,21136,20810,1535,4799,0,6137,21136,20810,1535,4799,6137,0
621,1,1,5900,5900,4114,10610,3683,7401,5900,5900,4114,10610,7401,3683
622,1,1,65161,57376,348,432,13588,91649,65161,57376,348,432,91649,13588
623,1,1,20539,20539,661,5534,298,8788,20539,20539,661,5534,8788,298
624,1,1,54448,53832,149,298,6953,70149,54448,53832,149,298,70149,6953
625,1,1,62806,32420,1410,9041,7963,76872,62806,32420,1410,9041,76872,7963
626,1,1,108443,108527,522,5607,62229,185536,108443,108527,522,5607,185536,62229
627,1,1,183138,183138,22887,64043,146343,261630,183138,183138,22887,64043,,146343
628,1,1,163446,162912,39756,99538,90289,151761,163446,162912,39756,99538,151761,90289
629,1,1,99301,99301,5550,11499,51801,165490,99301,99301,5550,11499,165490,51801
630,1,7,162543,162549,20992,79103,101136,191351,162543,162549,20992,79103,191351,101136
631,1,2,189081,188547,53638,114587,115924,185256,189081,188547,53638,114587,185256,115924
632,1,1,228896,228896,16642,92110,209723,308801,,,16642,92110,,
633,1,1,103877,103877,2479,13371,56765,172073,103877,103877,2479,13371,172073,56765
634,1,1,64763,64763,3322,28565,4376,86674,64763,64763,3322,28565,86674,4376
635,1,1,114594,114594,13636,57031,45441,123059,114594,114594,13636,57031,123059,45441
636,1,1,202451,202451,14048,69649,182044,297761,,,14048,69649,,182044
637,1,1,136801,136267,25634,77696,62166,115708,136801,136267,25634,77696,115708,62166
638,1,1,157286,156752,32286,91518,84129,151103,157286,156752,32286,91518,151103,84129
639,1,1,97628,97628,755,16470,47990,157997,97628,97628,755,16470,157997,47990
640,1,1,131646,131619,17381,71391,58996,122072,131646,131619,17381,71391,122072,58996
641,1,1,194200,193666,47001,106547,121043,193375,194200,193666,47001,106547,193375,121043
642,1,1,167391,167391,13270,69292,121127,215667,167391,167391,13270,69292,,121127
643,1,1,129574,129574,105,4575,96575,228625,129574,129574,105,4575,,96575
644,1,5,165469,165469,20055,43961,145475,271840,165469,165469,20055,43961,,145475
645,1,7,142193,141659,32622,86572,66562,118214,142193,141659,32622,86572,118214,66562
646,1,3,133718,133718,19176,47526,99675,214894,133718,133718,19176,47526,,99675
647,1,3,161205,161205,15604,71626,115189,209729,161205,161205,15604,71626,,115189
648,1,7,16711,16711,9063,16773,11595,11926,16711,16711,9063,16773,11926,11595
649,1,7,39057,39057,6638,27869,12027,16840,39057,39057,6638,27869,16840,12027
650,1,7,114477,113944,15687,62300,39485,88697,114477,113944,15687,62300,88697,39485
651,1,6,99036,99036,10062,51168,28105,79462,99036,99036,10062,51168,79462,28105
652,1,1,117176,117176,11543,48391,79004,176534,117176,117176,11543,48391,176534,79004
653,1,1,176020,175964,28394,87701,103673,181324,176020,175964,28394,87701,181324,103673
654,1,1,93224,93217,5914,46444,22020,64906,93224,93217,5914,46444,64906,22020
655,1,1,37316,37338,571,5708,0,42418,37316,37338,571,5708,42418,0
656,1,2,223411,222877,56594,118255,160863,241869,,,56594,118255,,160863
657,1,1,45400,45400,1410,8712,1491,56291,45400,45400,1410,8712,56291,1491
658,1,1,92296,92288,5426,45956,21091,67727,92296,92288,5426,45956,67727,21091
659,1,1,202392,202392,13270,69292,169288,263347,,,13270,69292,,169288
660,1,1,226472,225938,59061,120858,163091,243446,,,59061,120858,,163091
661,1,7,189828,189828,26413,67570,168356,287890,189828,189828,26413,67570,,168356
662,1,1,223539,223539,20088,85709,187164,282125,,,20088,85709,,187164
663,1,1,111830,111297,14480,59675,36838,80653,111830,111297,14480,59675,80653,36838
664,1,1,119232,119232,12294,50216,80250,177428,119232,119232,12294,50216,177428,80250
665,1,1,136081,132401,4062,5699,109396,241988,136081,132401,4062,5699,,109396
666,1,5,94000,93992,6677,47207,22796,72717,94000,93992,6677,47207,72717,22796
667,1,1,217655,217122,62808,123885,144498,216831,,,62808,123885,,144498
668,1,1,13654,13654,566,4598,293,1903,13654,13654,566,4598,1903,293
669,1,6,153512,153540,37599,91562,73156,121390,153512,153540,37599,91562,121390,73156
670,1,1,115096,115096,16462,60018,44466,106834,115096,115096,16462,60018,106834,44466
671,1,1,54714,54714,1818,38274,14670,26779,54714,54714,1818,38274,26779,14670
672,1,1,122661,122574,21541,69896,48694,88385,122661,122574,21541,69896,88385,48694
673,1,1,187541,187007,53391,114341,114384,182300,187541,187007,53391,114341,182300,114384
674,1,8,156903,157406,20398,79363,88655,174447,156903,157406,20398,79363,174447,88655
675,1,6,167565,167593,48635,103721,86166,136738,167565,167593,48635,103721,136738,86166
676,1,1,193019,192486,57134,118144,119862,188452,193019,192486,57134,118144,188452,119862
677,1,1,300127,300127,63341,146603,272324,367284,,,63341,146603,,
678,1,8,27137,27137,6123,18419,4742,14200,27137,27137,6123,18419,14200,4742
679,1,1,153447,153447,38719,93391,75702,123430,153447,153447,38719,93391,123430,75702
680,1,1,163709,163818,25141,84374,91440,166821,163709,163818,25141,84374,166821,91440
681,1,7,93310,93310,9715,45579,27453,108495,93310,93310,9715,45579,108495,27453
682,1,1,177590,177698,31415,90939,105110,181320,177590,177698,31415,90939,181320,105110
683,1,1,109704,109170,12444,57548,34711,77713,109704,109170,12444,57548,77713,34711
684,1,1,140711,140711,16921,42381,108237,227024,140711,140711,16921,42381,,108237
685,1,7,252820,252820,28778,109631,227929,322889,,,28778,109631,,
686,1,1,82130,82130,6181,38948,14494,77095,82130,82130,6181,38948,77095,14494
687,1,6,7726,7726,5468,10347,5635,7405,7726,7726,5468,10347,7405,5635
688,1,1,241181,241181,58235,127040,185286,270123,,,58235,127040,,185286
689,1,1,163398,163398,14660,73625,108974,202156,163398,163398,14660,73625,,108974
690,1,2,52433,52433,599,25919,2117,20789,52433,52433,599,25919,20789,2117
691,1,4,211709,211709,46624,108204,153805,237078,,,46624,108204,,153805
692,1,1,209177,209177,40807,102468,153302,237774,,,40807,102468,,153302
693,1,1,162132,161726,17550,75661,101751,191966,162132,161726,17550,75661,191966,101751
694,1,1,128181,127647,18537,69076,53546,111305,128181,127647,18537,69076,111305,53546
695,1,8,136129,135595,23823,76460,62784,123637,136129,135595,23823,76460,123637,62784
696,1,1,211193,211193,30177,92102,156916,251877,,,30177,92102,,156916
